T[ms];I[A];U[V];P[W];całka
8300;-11,81;2,559;-30,2218;-29,2717
8301;-11,42;2,48;-28,3216;-27,8256
8302;-11,02;2,48;-27,3296;-27,8256
8303;-11,42;2,48;-28,3216;-29,502
8304;-11,81;2,598;-30,6824;-30,6824
8305;-11,81;2,598;-30,6824;-30,2218
8306;-11,81;2,52;-29,7612;-29,0414
8307;-11,42;2,48;-28,3216;-28,55
8308;-11,42;2,52;-28,7784;-29,5001
8309;-11,81;2,559;-30,2218;-30,2218
8310;-11,81;2,559;-30,2218;-29,2717
8311;-11,42;2,48;-28,3216;-27,8256
8312;-11,02;2,48;-27,3296;-27,8256
8313;-11,42;2,48;-28,3216;-29,502
8314;-11,81;2,598;-30,6824;-30,9511
8315;-12,2;2,559;-31,2198;-29,7707
8316;-11,42;2,48;-28,3216;-27,8256
8317;-11,02;2,48;-27,3296;-28,054
8318;-11,42;2,52;-28,7784;-29,5001
8319;-11,81;2,559;-30,2218;-30,2218
8320;-11,81;2,559;-30,2218;-29,2717
8321;-11,42;2,48;-28,3216;-27,8256
8322;-11,02;2,48;-27,3296;-27,8256
8323;-11,42;2,48;-28,3216;-29,2717
8324;-11,81;2,559;-30,2218;-30,4521
8325;-11,81;2,598;-30,6824;-29,7304
8326;-11,42;2,52;-28,7784;-28,054
8327;-11,02;2,48;-27,3296;-27,8256
8328;-11,42;2,48;-28,3216;-29,2717
8329;-11,81;2,559;-30,2218;-30,4521
8330;-11,81;2,598;-30,6824;-29,502
8331;-11,42;2,48;-28,3216;-27,8256
8332;-11,02;2,48;-27,3296;-28,054
8333;-11,42;2,52;-28,7784;-29,5001
8334;-11,81;2,559;-30,2218;-30,2218
8335;-11,81;2,559;-30,2218;-29,7553
8336;-11,81;2,48;-29,2888;-28,3092
8337;-11,02;2,48;-27,3296;-28,2767
8338;-11,42;2,559;-29,2238;-29,9531
8339;-11,81;2,598;-30,6824;-30,6824
8340;-11,81;2,598;-30,6824;-30,2218
8341;-11,81;2,52;-29,7612;-29,0414
8342;-11,42;2,48;-28,3216;-28,3216
8343;-11,42;2,48;-28,3216;-29,2717
8344;-11,81;2,559;-30,2218;-30,4521
8345;-11,81;2,598;-30,6824;-29,502
8346;-11,42;2,48;-28,3216;-27,8256
8347;-11,02;2,48;-27,3296;-27,3296
8348;-11,02;2,48;-27,3296;-28,7757
8349;-11,81;2,559;-30,2218;-30,4521
8350;-11,81;2,598;-30,6824;-29,9856
8351;-11,81;2,48;-29,2888;-28,0943
8352;-11,02;2,441;-26,8998;-27,1147
8353;-11,02;2,48;-27,3296;-28,7757
8354;-11,81;2,559;-30,2218;-30,4521
8355;-11,81;2,598;-30,6824;-29,7304
8356;-11,42;2,52;-28,7784;-28,55
8357;-11,42;2,48;-28,3216;-28,3216
8358;-11,42;2,48;-28,3216;-29,2717
8359;-11,81;2,559;-30,2218;-30,7208
8360;-12,2;2,559;-31,2198;-29,7707
8361;-11,42;2,48;-28,3216;-27,8256
8362;-11,02;2,48;-27,3296;-27,8256
8363;-11,42;2,48;-28,3216;-29,2717
8364;-11,81;2,559;-30,2218;-30,4521
8365;-11,81;2,598;-30,6824;-29,7304
8366;-11,42;2,52;-28,7784;-28,054
8367;-11,02;2,48;-27,3296;-28,054
8368;-11,42;2,52;-28,7784;-28,1065
8369;-11,81;2,323;-27,4346;-28,8282
8370;-11,81;2,559;-30,2218;-29,7553
8371;-11,81;2,48;-29,2888;-28,3092
8372;-11,02;2,48;-27,3296;-27,3296
8373;-11,02;2,48;-27,3296;-28,7757
8374;-11,81;2,559;-30,2218;-30,2218
8375;-11,81;2,559;-30,2218;-29,7553
8376;-11,81;2,48;-29,2888;-28,3092
8377;-11,02;2,48;-27,3296;-27,8256
8378;-11,42;2,48;-28,3216;-29,2717
8379;-11,81;2,559;-30,2218;-30,7208
8380;-12,2;2,559;-31,2198;-29,9991
8381;-11,42;2,52;-28,7784;-28,054
8382;-11,02;2,48;-27,3296;-27,8256
8383;-11,42;2,48;-28,3216;-29,2717
8384;-11,81;2,559;-30,2218;-30,7208
8385;-12,2;2,559;-31,2198;-29,7707
8386;-11,42;2,48;-28,3216;-28,3216
8387;-11,42;2,48;-28,3216;-28,3216
8388;-11,42;2,48;-28,3216;-29,2717
8389;-11,81;2,559;-30,2218;-30,9587
8390;-12,2;2,598;-31,6956;-30,0086
8391;-11,42;2,48;-28,3216;-27,8256
8392;-11,02;2,48;-27,3296;-27,3296
8393;-11,02;2,48;-27,3296;-28,7757
8394;-11,81;2,559;-30,2218;-30,2218
8395;-11,81;2,559;-30,2218;-29,2717
8396;-11,42;2,48;-28,3216;-27,6107
8397;-11,02;2,441;-26,8998;-27,1147
8398;-11,02;2,48;-27,3296;-28,054
8399;-11,42;2,52;-28,7784;-29,5001
8400;-11,81;2,559;-30,2218;-29,2717
8401;-11,42;2,48;-28,3216;-27,8256
8402;-11,02;2,48;-27,3296;-27,8256
8403;-11,42;2,48;-28,3216;-29,2717
8404;-11,81;2,559;-30,2218;-30,7208
8405;-12,2;2,559;-31,2198;-29,7707
8406;-11,42;2,48;-28,3216;-27,8256
8407;-11,02;2,48;-27,3296;-27,8256
8408;-11,42;2,48;-28,3216;-29,502
8409;-11,81;2,598;-30,6824;-30,6824
8410;-11,81;2,598;-30,6824;-29,9531
8411;-11,42;2,559;-29,2238;-28,7727
8412;-11,42;2,48;-28,3216;-27,8256
8413;-11,02;2,48;-27,3296;-28,7757
8414;-11,81;2,559;-30,2218;-30,4521
8415;-11,81;2,598;-30,6824;-29,502
8416;-11,42;2,48;-28,3216;-27,8256
8417;-11,02;2,48;-27,3296;-27,3296
8418;-11,02;2,48;-27,3296;-28,7757
8419;-11,81;2,559;-30,2218;-30,7208
8420;-12,2;2,559;-31,2198;-29,7707
8421;-11,42;2,48;-28,3216;-27,8256
8422;-11,02;2,48;-27,3296;-27,8256
8423;-11,42;2,48;-28,3216;-29,2717
8424;-11,81;2,559;-30,2218;-30,7208
8425;-12,2;2,559;-31,2198;-29,7707
8426;-11,42;2,48;-28,3216;-27,8256
8427;-11,02;2,48;-27,3296;-27,55
8428;-11,02;2,52;-27,7704;-28,4971
8429;-11,42;2,559;-29,2238;-30,2218
8430;-12,2;2,559;-31,2198;-29,7707
8431;-11,42;2,48;-28,3216;-27,8256
8432;-11,02;2,48;-27,3296;-27,8256
8433;-11,42;2,48;-28,3216;-29,2717
8434;-11,81;2,559;-30,2218;-30,2218
8435;-11,81;2,559;-30,2218;-29,7553
8436;-11,81;2,48;-29,2888;-28,3092
8437;-11,02;2,48;-27,3296;-27,3296
8438;-11,02;2,48;-27,3296;-28,7757
8439;-11,81;2,559;-30,2218;-30,2218
8440;-11,81;2,559;-30,2218;-29,2717
8441;-11,42;2,48;-28,3216;-27,8256
8442;-11,02;2,48;-27,3296;-27,3296
8443;-11,02;2,48;-27,3296;-28,054
8444;-11,42;2,52;-28,7784;-29,5001
8445;-11,81;2,559;-30,2218;-29,7553
8446;-11,81;2,48;-29,2888;-28,0943
8447;-11,02;2,441;-26,8998;-27,1147
8448;-11,02;2,48;-27,3296;-28,3092
8449;-11,81;2,48;-29,2888;-30,2543
8450;-12,2;2,559;-31,2198;-30,7208
8451;-11,81;2,559;-30,2218;-28,7757
8452;-11,02;2,48;-27,3296;-27,3296
8453;-11,02;2,48;-27,3296;-28,7757
8454;-11,81;2,559;-30,2218;-30,7208
8455;-12,2;2,559;-31,2198;-30,2543
8456;-11,81;2,48;-29,2888;-28,3092
8457;-11,02;2,48;-27,3296;-27,3296
8458;-11,02;2,48;-27,3296;-28,7757
8459;-11,81;2,559;-30,2218;-30,2218
8460;-11,81;2,559;-30,2218;-29,5001
8461;-11,42;2,52;-28,7784;-28,55
8462;-11,42;2,48;-28,3216;-27,8256
8463;-11,02;2,48;-27,3296;-28,2767
8464;-11,42;2,559;-29,2238;-29,7228
8465;-11,81;2,559;-30,2218;-29,2717
8466;-11,42;2,48;-28,3216;-28,3216
8467;-11,42;2,48;-28,3216;-28,0989
8468;-11,42;2,441;-27,8762;-28,55
8469;-11,42;2,559;-29,2238;-29,7228
8470;-11,81;2,559;-30,2218;-29,2717
8471;-11,42;2,48;-28,3216;-27,6107
8472;-11,02;2,441;-26,8998;-27,1147
8473;-11,02;2,48;-27,3296;-28,7757
8474;-11,81;2,559;-30,2218;-30,7208
8475;-12,2;2,559;-31,2198;-30,4905
8476;-11,81;2,52;-29,7612;-29,0414
8477;-11,42;2,48;-28,3216;-27,8256
8478;-11,02;2,48;-27,3296;-28,7757
8479;-11,81;2,559;-30,2218;-30,2218
8480;-11,81;2,559;-30,2218;-30,2218
8481;-11,81;2,559;-30,2218;-29,2717
8482;-11,42;2,48;-28,3216;-27,8256
8483;-11,02;2,48;-27,3296;-28,5454
8484;-11,81;2,52;-29,7612;-30,2218
8485;-11,81;2,598;-30,6824;-29,9856
8486;-11,81;2,48;-29,2888;-28,3092
8487;-11,02;2,48;-27,3296;-27,3296
8488;-11,02;2,48;-27,3296;-28,2767
8489;-11,42;2,559;-29,2238;-29,7228
8490;-11,81;2,559;-30,2218;-29,7553
8491;-11,81;2,48;-29,2888;-28,0943
8492;-11,02;2,441;-26,8998;-27,1147
8493;-11,02;2,48;-27,3296;-27,3296
8494;-11,02;2,48;-27,3296;-28,7757
8495;-11,81;2,559;-30,2218;-29,2717
8496;-11,42;2,48;-28,3216;-27,6107
8497;-11,02;2,441;-26,8998;-26,4238
8498;-10,63;2,441;-25,9478;-27,3631
8499;-11,42;2,52;-28,7784;-29,5001
8500;-11,81;2,559;-30,2218;-29,7553
8501;-11,81;2,48;-29,2888;-28,8052
8502;-11,42;2,48;-28,3216;-27,6107
8503;-11,02;2,441;-26,8998;-27,6107
8504;-11,42;2,48;-28,3216;-29,7707
8505;-12,2;2,559;-31,2198;-30,2543
8506;-11,81;2,48;-29,2888;-28,3092
8507;-11,02;2,48;-27,3296;-27,3296
8508;-11,02;2,48;-27,3296;-28,054
8509;-11,42;2,52;-28,7784;-29,5001
8510;-11,81;2,559;-30,2218;-29,7553
8511;-11,81;2,48;-29,2888;-28,8052
8512;-11,42;2,48;-28,3216;-27,6107
8513;-11,02;2,441;-26,8998;-28,5608
8514;-11,81;2,559;-30,2218;-30,2218
8515;-11,81;2,559;-30,2218;-30,2218
8516;-11,81;2,559;-30,2218;-28,7757
8517;-11,02;2,48;-27,3296;-27,3296
8518;-11,02;2,48;-27,3296;-27,8256
8519;-11,42;2,48;-28,3216;-29,2717
8520;-11,81;2,559;-30,2218;-30,2218
8521;-11,81;2,559;-30,2218;-28,5608
8522;-11,02;2,441;-26,8998;-27,1147
8523;-11,02;2,48;-27,3296;-27,8256
8524;-11,42;2,48;-28,3216;-29,2717
8525;-11,81;2,559;-30,2218;-29,9915
8526;-11,81;2,52;-29,7612;-28,8187
8527;-11,42;2,441;-27,8762;-27,6029
8528;-11,02;2,48;-27,3296;-28,3092
8529;-11,81;2,48;-29,2888;-29,7553
8530;-11,81;2,559;-30,2218;-29,7553
8531;-11,81;2,48;-29,2888;-28,3092
8532;-11,02;2,48;-27,3296;-27,3296
8533;-11,02;2,48;-27,3296;-27,8256
8534;-11,42;2,48;-28,3216;-29,2717
8535;-11,81;2,559;-30,2218;-29,7553
8536;-11,81;2,48;-29,2888;-28,3092
8537;-11,02;2,48;-27,3296;-27,3296
8538;-11,02;2,48;-27,3296;-27,8256
8539;-11,42;2,48;-28,3216;-29,2717
8540;-11,81;2,559;-30,2218;-29,7553
8541;-11,81;2,48;-29,2888;-28,5825
8542;-11,42;2,441;-27,8762;-27,388
8543;-11,02;2,441;-26,8998;-27,6107
8544;-11,42;2,48;-28,3216;-29,2717
8545;-11,81;2,559;-30,2218;-29,7553
8546;-11,81;2,48;-29,2888;-28,0943
8547;-11,02;2,441;-26,8998;-26,8998
8548;-11,02;2,441;-26,8998;-27,6107
8549;-11,42;2,48;-28,3216;-29,2717
8550;-11,81;2,559;-30,2218;-29,7553
8551;-11,81;2,48;-29,2888;-28,0943
8552;-11,02;2,441;-26,8998;-27,1147
8553;-11,02;2,48;-27,3296;-27,8256
8554;-11,42;2,48;-28,3216;-29,2717
8555;-11,81;2,559;-30,2218;-29,9915
8556;-11,81;2,52;-29,7612;-28,8187
8557;-11,42;2,441;-27,8762;-27,6029
8558;-11,02;2,48;-27,3296;-27,8256
8559;-11,42;2,48;-28,3216;-29,2717
8560;-11,81;2,559;-30,2218;-29,7228
8561;-11,42;2,559;-29,2238;-28,7727
8562;-11,42;2,48;-28,3216;-27,6107
8563;-11,02;2,441;-26,8998;-27,6107
8564;-11,42;2,48;-28,3216;-29,2717
8565;-11,81;2,559;-30,2218;-30,2218
8566;-11,81;2,559;-30,2218;-29,2717
8567;-11,42;2,48;-28,3216;-27,6107
8568;-11,02;2,441;-26,8998;-27,6107
8569;-11,42;2,48;-28,3216;-29,2717
8570;-11,81;2,559;-30,2218;-29,9915
8571;-11,81;2,52;-29,7612;-28,8187
8572;-11,42;2,441;-27,8762;-26,912
8573;-10,63;2,441;-25,9478;-27,1347
8574;-11,42;2,48;-28,3216;-29,2717
8575;-11,81;2,559;-30,2218;-29,7553
8576;-11,81;2,48;-29,2888;-28,3092
8577;-11,02;2,48;-27,3296;-27,1147
8578;-11,02;2,441;-26,8998;-27,6107
8579;-11,42;2,48;-28,3216;-29,2717
8580;-11,81;2,559;-30,2218;-29,2717
8581;-11,42;2,48;-28,3216;-28,3216
8582;-11,42;2,48;-28,3216;-27,8256
8583;-11,02;2,48;-27,3296;-27,3296
8584;-11,02;2,48;-27,3296;-28,7757
8585;-11,81;2,559;-30,2218;-30,2218
8586;-11,81;2,559;-30,2218;-29,049
8587;-11,42;2,441;-27,8762;-26,912
8588;-10,63;2,441;-25,9478;-27,1347
8589;-11,42;2,48;-28,3216;-29,2717
8590;-11,81;2,559;-30,2218;-30,2218
8591;-11,81;2,559;-30,2218;-29,049
8592;-11,42;2,441;-27,8762;-27,1731
8593;-11,02;2,402;-26,47;-27,3958
8594;-11,42;2,48;-28,3216;-29,0414
8595;-11,81;2,52;-29,7612;-29,525
8596;-11,81;2,48;-29,2888;-28,5825
8597;-11,42;2,441;-27,8762;-27,1731
8598;-11,02;2,402;-26,47;-27,3958
8599;-11,42;2,48;-28,3216;-29,0414
8600;-11,81;2,52;-29,7612;-29,9915
8601;-11,81;2,559;-30,2218;-29,049
8602;-11,42;2,441;-27,8762;-27,388
8603;-11,02;2,441;-26,8998;-27,6107
8604;-11,42;2,48;-28,3216;-29,2717
8605;-11,81;2,559;-30,2218;-29,2717
8606;-11,42;2,48;-28,3216;-28,3216
8607;-11,42;2,48;-28,3216;-27,6107
8608;-11,02;2,441;-26,8998;-27,6107
8609;-11,42;2,48;-28,3216;-29,2717
8610;-11,81;2,559;-30,2218;-29,9915
8611;-11,81;2,52;-29,7612;-29,0414
8612;-11,42;2,48;-28,3216;-27,6107
8613;-11,02;2,441;-26,8998;-27,1147
8614;-11,02;2,48;-27,3296;-28,7757
8615;-11,81;2,559;-30,2218;-30,2218
8616;-11,81;2,559;-30,2218;-29,2717
8617;-11,42;2,48;-28,3216;-27,6107
8618;-11,02;2,441;-26,8998;-27,6107
8619;-11,42;2,48;-28,3216;-29,0414
8620;-11,81;2,52;-29,7612;-29,7612
8621;-11,81;2,52;-29,7612;-29,0414
8622;-11,42;2,48;-28,3216;-27,1347
8623;-10,63;2,441;-25,9478;-27,1347
8624;-11,42;2,48;-28,3216;-29,2717
8625;-11,81;2,559;-30,2218;-29,2717
8626;-11,42;2,48;-28,3216;-27,8256
8627;-11,02;2,48;-27,3296;-26,6387
8628;-10,63;2,441;-25,9478;-27,1347
8629;-11,42;2,48;-28,3216;-29,2717
8630;-11,81;2,559;-30,2218;-30,2218
8631;-11,81;2,559;-30,2218;-29,2717
8632;-11,42;2,48;-28,3216;-27,1347
8633;-10,63;2,441;-25,9478;-25,7736
8634;-11,02;2,323;-25,5995;-27,9106
8635;-11,81;2,559;-30,2218;-29,7553
8636;-11,81;2,48;-29,2888;-28,8052
8637;-11,42;2,48;-28,3216;-27,6107
8638;-11,02;2,441;-26,8998;-27,6107
8639;-11,42;2,48;-28,3216;-28,7727
8640;-11,42;2,559;-29,2238;-29,7228
8641;-11,81;2,559;-30,2218;-29,2717
8642;-11,42;2,48;-28,3216;-27,3958
8643;-11,02;2,402;-26,47;-26,8998
8644;-11,02;2,48;-27,3296;-28,054
8645;-11,42;2,52;-28,7784;-29,0336
8646;-11,81;2,48;-29,2888;-28,3092
8647;-11,02;2,48;-27,3296;-26,4314
8648;-10,63;2,402;-25,5333;-25,1134
8649;-10,63;2,323;-24,6935;-26,9912
8650;-11,81;2,48;-29,2888;-29,2888
8651;-11,81;2,48;-29,2888;-28,8052
8652;-11,42;2,48;-28,3216;-27,6107
8653;-11,02;2,441;-26,8998;-27,6107
8654;-11,42;2,48;-28,3216;-29,0414
8655;-11,81;2,52;-29,7612;-29,9915
8656;-11,81;2,559;-30,2218;-29,2717
8657;-11,42;2,48;-28,3216;-27,1347
8658;-10,63;2,441;-25,9478;-26,2089
8659;-11,02;2,402;-26,47;-28,3459
8660;-11,81;2,559;-30,2218;-30,7208
8661;-12,2;2,559;-31,2198;-30,2543
8662;-11,81;2,48;-29,2888;-28,0943
8663;-11,02;2,441;-26,8998;-26,7142
8664;-11,42;2,323;-26,5287;-28,3752
8665;-11,81;2,559;-30,2218;-29,9915
8666;-11,81;2,52;-29,7612;-29,0414
8667;-11,42;2,48;-28,3216;-27,6107
8668;-11,02;2,441;-26,8998;-27,1147
8669;-11,02;2,48;-27,3296;-28,7757
8670;-11,81;2,559;-30,2218;-29,7553
8671;-11,81;2,48;-29,2888;-28,8052
8672;-11,42;2,48;-28,3216;-27,6107
8673;-11,02;2,441;-26,8998;-28,0618
8674;-11,42;2,559;-29,2238;-29,2238
8675;-11,42;2,559;-29,2238;-29,7228
8676;-11,81;2,559;-30,2218;-29,2717
8677;-11,42;2,48;-28,3216;-27,6107
8678;-11,02;2,441;-26,8998;-27,1147
8679;-11,02;2,48;-27,3296;-28,5454
8680;-11,81;2,52;-29,7612;-30,4905
8681;-12,2;2,559;-31,2198;-29,7707
8682;-11,42;2,48;-28,3216;-27,1347
8683;-10,63;2,441;-25,9478;-26,6387
8684;-11,02;2,48;-27,3296;-28,2767
8685;-11,42;2,559;-29,2238;-29,4925
8686;-11,81;2,52;-29,7612;-29,0414
8687;-11,42;2,48;-28,3216;-27,1347
8688;-10,63;2,441;-25,9478;-26,6387
8689;-11,02;2,48;-27,3296;-28,7757
8690;-11,81;2,559;-30,2218;-30,2218
8691;-11,81;2,559;-30,2218;-29,2717
8692;-11,42;2,48;-28,3216;-27,6107
8693;-11,02;2,441;-26,8998;-27,1147
8694;-11,02;2,48;-27,3296;-27,8256
8695;-11,42;2,48;-28,3216;-29,2717
8696;-11,81;2,559;-30,2218;-29,049
8697;-11,42;2,441;-27,8762;-27,1731
8698;-11,02;2,402;-26,47;-26,2089
8699;-10,63;2,441;-25,9478;-27,8545
8700;-11,81;2,52;-29,7612;-29,9915
8701;-11,81;2,559;-30,2218;-29,2717
8702;-11,42;2,48;-28,3216;-27,6107
8703;-11,02;2,441;-26,8998;-26,8998
8704;-11,02;2,441;-26,8998;-28,0943
8705;-11,81;2,48;-29,2888;-29,7553
8706;-11,81;2,559;-30,2218;-29,049
8707;-11,42;2,441;-27,8762;-27,388
8708;-11,02;2,441;-26,8998;-27,1147
8709;-11,02;2,48;-27,3296;-28,054
8710;-11,42;2,52;-28,7784;-29,5001
8711;-11,81;2,559;-30,2218;-29,2717
8712;-11,42;2,48;-28,3216;-27,1347
8713;-10,63;2,441;-25,9478;-26,4238
8714;-11,02;2,441;-26,8998;-27,8391
8715;-11,42;2,52;-28,7784;-29,5001
8716;-11,81;2,559;-30,2218;-29,2717
8717;-11,42;2,48;-28,3216;-27,1347
8718;-10,63;2,441;-25,9478;-26,6387
8719;-11,02;2,48;-27,3296;-28,3092
8720;-11,81;2,48;-29,2888;-28,8052
8721;-11,42;2,48;-28,3216;-28,3216
8722;-11,42;2,48;-28,3216;-27,1347
8723;-10,63;2,441;-25,9478;-26,6387
8724;-11,02;2,48;-27,3296;-28,054
8725;-11,42;2,52;-28,7784;-29,2698
8726;-11,81;2,52;-29,7612;-29,0414
8727;-11,42;2,48;-28,3216;-27,6107
8728;-11,02;2,441;-26,8998;-26,4238
8729;-10,63;2,441;-25,9478;-27,3631
8730;-11,42;2,52;-28,7784;-29,0336
8731;-11,81;2,48;-29,2888;-28,8052
8732;-11,42;2,48;-28,3216;-27,6107
8733;-11,02;2,441;-26,8998;-26,8998
8734;-11,02;2,441;-26,8998;-27,8391
8735;-11,42;2,52;-28,7784;-29,2698
8736;-11,81;2,52;-29,7612;-29,0414
8737;-11,42;2,48;-28,3216;-27,6107
8738;-11,02;2,441;-26,8998;-26,4238
8739;-10,63;2,441;-25,9478;-27,1347
8740;-11,42;2,48;-28,3216;-29,0414
8741;-11,81;2,52;-29,7612;-28,8187
8742;-11,42;2,441;-27,8762;-27,1731
8743;-11,02;2,402;-26,47;-26,8998
8744;-11,02;2,48;-27,3296;-28,2767
8745;-11,42;2,559;-29,2238;-29,2563
8746;-11,81;2,48;-29,2888;-28,5825
8747;-11,42;2,441;-27,8762;-26,7048
8748;-10,63;2,402;-25,5333;-25,7406
8749;-10,63;2,441;-25,9478;-27,6183
8750;-11,81;2,48;-29,2888;-29,2888
8751;-11,81;2,48;-29,2888;-28,8052
8752;-11,42;2,48;-28,3216;-27,6107
8753;-11,02;2,441;-26,8998;-26,8998
8754;-11,02;2,441;-26,8998;-28,0943
8755;-11,81;2,48;-29,2888;-30,2543
8756;-12,2;2,559;-31,2198;-29,7707
8757;-11,42;2,48;-28,3216;-27,6107
8758;-11,02;2,441;-26,8998;-26,6311
8759;-10,63;2,48;-26,3624;-27,5704
8760;-11,42;2,52;-28,7784;-29,9991
8761;-12,2;2,559;-31,2198;-29,7707
8762;-11,42;2,48;-28,3216;-27,1347
8763;-10,63;2,441;-25,9478;-26,4238
8764;-11,02;2,441;-26,8998;-27,8391
8765;-11,42;2,52;-28,7784;-29,2698
8766;-11,81;2,52;-29,7612;-29,0414
8767;-11,42;2,48;-28,3216;-27,6107
8768;-11,02;2,441;-26,8998;-26,2166
8769;-10,63;2,402;-25,5333;-27,411
8770;-11,81;2,48;-29,2888;-29,525
8771;-11,81;2,52;-29,7612;-29,0414
8772;-11,42;2,48;-28,3216;-27,6107
8773;-11,02;2,441;-26,8998;-26,8998
8774;-11,02;2,441;-26,8998;-27,8391
8775;-11,42;2,52;-28,7784;-29,2698
8776;-11,81;2,52;-29,7612;-28,8187
8777;-11,42;2,441;-27,8762;-27,388
8778;-11,02;2,441;-26,8998;-26,4238
8779;-10,63;2,441;-25,9478;-27,1347
8780;-11,42;2,48;-28,3216;-29,0414
8781;-11,81;2,52;-29,7612;-29,525
8782;-11,81;2,48;-29,2888;-28,0943
8783;-11,02;2,441;-26,8998;-26,4238
8784;-10,63;2,441;-25,9478;-27,1347
8785;-11,42;2,48;-28,3216;-28,55
8786;-11,42;2,52;-28,7784;-28,55
8787;-11,42;2,48;-28,3216;-27,8762
8788;-11,42;2,402;-27,4308;-26,6893
8789;-10,63;2,441;-25,9478;-27,1347
8790;-11,42;2,48;-28,3216;-29,0414
8791;-11,81;2,52;-29,7612;-29,0414
8792;-11,42;2,48;-28,3216;-27,3958
8793;-11,02;2,402;-26,47;-26,4162
8794;-10,63;2,48;-26,3624;-27,342
8795;-11,42;2,48;-28,3216;-28,8052
8796;-11,81;2,48;-29,2888;-29,0585
8797;-11,81;2,441;-28,8282;-27,6491
8798;-11,02;2,402;-26,47;-26,47
8799;-11,02;2,402;-26,47;-27,3958
8800;-11,42;2,48;-28,3216;-28,8052
8801;-11,81;2,48;-29,2888;-28,8052
8802;-11,42;2,48;-28,3216;-27,3958
8803;-11,02;2,402;-26,47;-26,2089
8804;-10,63;2,441;-25,9478;-27,6183
8805;-11,81;2,48;-29,2888;-29,2563
8806;-11,42;2,559;-29,2238;-28,7727
8807;-11,42;2,48;-28,3216;-27,6107
8808;-11,02;2,441;-26,8998;-26,8998
8809;-11,02;2,441;-26,8998;-27,6107
8810;-11,42;2,48;-28,3216;-29,0414
8811;-11,81;2,52;-29,7612;-29,0414
8812;-11,42;2,48;-28,3216;-27,6107
8813;-11,02;2,441;-26,8998;-26,8998
8814;-11,02;2,441;-26,8998;-28,0943
8815;-11,81;2,48;-29,2888;-29,0336
8816;-11,42;2,52;-28,7784;-28,55
8817;-11,42;2,48;-28,3216;-27,6107
8818;-11,02;2,441;-26,8998;-26,4238
8819;-10,63;2,441;-25,9478;-27,1347
8820;-11,42;2,48;-28,3216;-29,0414
8821;-11,81;2,52;-29,7612;-29,0414
8822;-11,42;2,48;-28,3216;-26,9274
8823;-10,63;2,402;-25,5333;-25,7406
8824;-10,63;2,441;-25,9478;-27,1347
8825;-11,42;2,48;-28,3216;-28,8052
8826;-11,81;2,48;-29,2888;-28,8052
8827;-11,42;2,48;-28,3216;-26,9274
8828;-10,63;2,402;-25,5333;-25,5333
8829;-10,63;2,402;-25,5333;-26,9274
8830;-11,42;2,48;-28,3216;-29,2717
8831;-11,81;2,559;-30,2218;-29,2717
8832;-11,42;2,48;-28,3216;-27,1347
8833;-10,63;2,441;-25,9478;-25,9478
8834;-10,63;2,441;-25,9478;-27,1347
8835;-11,42;2,48;-28,3216;-29,5328
8836;-12,2;2,52;-30,744;-30,0164
8837;-11,81;2,48;-29,2888;-28,0943
8838;-11,02;2,441;-26,8998;-26,8998
8839;-11,02;2,441;-26,8998;-27,6107
8840;-11,42;2,48;-28,3216;-28,8052
8841;-11,81;2,48;-29,2888;-28,8052
8842;-11,42;2,48;-28,3216;-27,3958
8843;-11,02;2,402;-26,47;-26,2089
8844;-10,63;2,441;-25,9478;-27,1347
8845;-11,42;2,48;-28,3216;-28,8052
8846;-11,81;2,48;-29,2888;-29,0585
8847;-11,81;2,441;-28,8282;-27,388
8848;-10,63;2,441;-25,9478;-26,2089
8849;-11,02;2,402;-26,47;-27,3958
8850;-11,42;2,48;-28,3216;-29,2717
8851;-11,81;2,559;-30,2218;-29,2717
8852;-11,42;2,48;-28,3216;-27,1347
8853;-10,63;2,441;-25,9478;-26,2089
8854;-11,02;2,402;-26,47;-27,3958
8855;-11,42;2,48;-28,3216;-29,0414
8856;-11,81;2,52;-29,7612;-29,525
8857;-11,81;2,48;-29,2888;-28,0943
8858;-11,02;2,441;-26,8998;-26,2166
8859;-10,63;2,402;-25,5333;-26,9274
8860;-11,42;2,48;-28,3216;-29,2717
8861;-11,81;2,559;-30,2218;-29,2717
8862;-11,42;2,48;-28,3216;-27,6107
8863;-11,02;2,441;-26,8998;-26,8998
8864;-11,02;2,441;-26,8998;-27,6107
8865;-11,42;2,48;-28,3216;-28,8052
8866;-11,81;2,48;-29,2888;-28,3092
8867;-11,02;2,48;-27,3296;-27,1147
8868;-11,02;2,441;-26,8998;-26,2496
8869;-11,02;2,323;-25,5995;-26,7378
8870;-11,42;2,441;-27,8762;-28,8187
8871;-11,81;2,52;-29,7612;-29,525
8872;-11,81;2,48;-29,2888;-28,0943
8873;-11,02;2,441;-26,8998;-26,004
8874;-10,63;2,362;-25,1081;-26,7148
8875;-11,42;2,48;-28,3216;-29,0414
8876;-11,81;2,52;-29,7612;-29,0414
8877;-11,42;2,48;-28,3216;-27,3958
8878;-11,02;2,402;-26,47;-26,0016
8879;-10,63;2,402;-25,5333;-26,4314
8880;-11,02;2,48;-27,3296;-28,3092
8881;-11,81;2,48;-29,2888;-28,5825
8882;-11,42;2,441;-27,8762;-27,1731
8883;-11,02;2,402;-26,47;-26,47
8884;-11,02;2,402;-26,47;-27,3958
