T[ms];I[A];U[V];P[W]
7571;-10,63;2,638;-28,0419
7572;-10,63;2,598;-27,6167
7573;-10,63;2,638;-28,0419
7574;-10,63;2,638;-28,0419
7575;-10,63;2,638;-28,0419
7576;-10,63;2,638;-28,0419
7577;-10,63;2,638;-28,0419
7578;-10,63;2,559;-27,2022
7579;-10,63;2,638;-28,0419
7580;-10,63;2,638;-28,0419
7581;-11,02;2,638;-29,0708
7582;-10,63;2,638;-28,0419
7583;-10,63;2,638;-28,0419
7584;-10,63;2,638;-28,0419
7585;-10,63;2,638;-28,0419
7586;-11,02;2,638;-29,0708
7587;-10,63;2,638;-28,0419
7588;-10,63;2,598;-27,6167
7589;-10,63;2,638;-28,0419
7590;-11,02;2,638;-29,0708
7591;-11,02;2,677;-29,5005
7592;-10,63;2,638;-28,0419
7593;-10,63;2,598;-27,6167
7594;-11,02;2,638;-29,0708
7595;-11,02;2,638;-29,0708
7596;-11,42;2,638;-30,126
7597;-10,63;2,638;-28,0419
7598;-10,63;2,598;-27,6167
7599;-10,63;2,598;-27,6167
7600;-11,42;2,638;-30,126
7601;-11,42;2,638;-30,126
7602;-11,02;2,598;-28,63
7603;-10,63;2,598;-27,6167
7604;-10,63;2,638;-28,0419
7605;-11,42;2,638;-30,126
7606;-11,42;2,638;-30,126
7607;-11,02;2,598;-28,63
7608;-10,63;2,598;-27,6167
7609;-11,42;2,638;-30,126
7610;-11,42;2,717;-31,0281
7611;-11,42;2,638;-30,126
7612;-11,02;2,638;-29,0708
7613;-11,02;2,638;-29,0708
7614;-11,02;2,638;-29,0708
7615;-11,42;2,677;-30,5713
7616;-11,42;2,677;-30,5713
7617;-11,42;2,638;-30,126
7618;-10,63;2,638;-28,0419
7619;-11,42;2,638;-30,126
7620;-11,42;2,638;-30,126
7621;-11,42;2,638;-30,126
7622;-11,42;2,638;-30,126
7623;-10,63;2,598;-27,6167
7624;-11,02;2,638;-29,0708
7625;-11,42;2,638;-30,126
7626;-11,42;2,638;-30,126
7627;-11,42;2,638;-30,126
7628;-11,02;2,598;-28,63
7629;-11,02;2,638;-29,0708
7630;-11,42;2,638;-30,126
7631;-11,81;2,638;-31,1548
7632;-11,42;2,638;-30,126
7633;-11,02;2,598;-28,63
7634;-11,42;2,638;-30,126
7635;-11,42;2,638;-30,126
7636;-11,81;2,677;-31,6154
7637;-11,42;2,638;-30,126
7638;-11,02;2,638;-29,0708
7639;-11,02;2,638;-29,0708
7640;-11,42;2,638;-30,126
7641;-11,42;2,638;-30,126
7642;-11,42;2,638;-30,126
7643;-11,02;2,598;-28,63
7644;-11,42;2,638;-30,126
7645;-11,42;2,638;-30,126
7646;-11,42;2,638;-30,126
7647;-11,42;2,598;-29,6692
7648;-11,02;2,598;-28,63
7649;-11,02;2,598;-28,63
7650;-11,42;2,638;-30,126
7651;-11,81;2,638;-31,1548
7652;-11,42;2,638;-30,126
7653;-11,02;2,598;-28,63
7654;-11,42;2,638;-30,126
7655;-11,81;2,638;-31,1548
7656;-11,81;2,638;-31,1548
7657;-11,42;2,638;-30,126
7658;-11,02;2,638;-29,0708
7659;-11,42;2,638;-30,126
7660;-11,81;2,638;-31,1548
7661;-11,81;2,677;-31,6154
7662;-11,42;2,638;-30,126
7663;-11,02;2,638;-29,0708
7664;-11,42;2,638;-30,126
7665;-11,42;2,677;-30,5713
7666;-11,81;2,638;-31,1548
7667;-11,42;2,638;-30,126
7668;-11,42;2,598;-29,6692
7669;-11,42;2,638;-30,126
7670;-11,81;2,638;-31,1548
7671;-11,81;2,638;-31,1548
7672;-11,42;2,638;-30,126
7673;-11,42;2,598;-29,6692
7674;-11,42;2,638;-30,126
7675;-11,81;2,638;-31,1548
7676;-11,81;2,638;-31,1548
7677;-11,81;2,638;-31,1548
7678;-11,42;2,598;-29,6692
7679;-11,42;2,638;-30,126
7680;-11,81;2,717;-32,0878
7681;-11,81;2,638;-31,1548
7682;-11,42;2,638;-30,126
7683;-11,02;2,598;-28,63
7684;-11,42;2,638;-30,126
7685;-11,81;2,638;-31,1548
7686;-11,81;2,638;-31,1548
7687;-11,42;2,638;-30,126
7688;-11,42;2,598;-29,6692
7689;-11,42;2,598;-29,6692
7690;-11,81;2,638;-31,1548
7691;-11,81;2,638;-31,1548
7692;-11,81;2,638;-31,1548
7693;-11,42;2,598;-29,6692
7694;-11,42;2,638;-30,126
7695;-11,81;2,638;-31,1548
7696;-11,81;2,638;-31,1548
7697;-11,42;2,598;-29,6692
7698;-11,42;2,598;-29,6692
7699;-11,42;2,598;-29,6692
7700;-11,81;2,638;-31,1548
7701;-11,81;2,638;-31,1548
7702;-11,81;2,638;-31,1548
7703;-11,42;2,598;-29,6692
7704;-11,42;2,598;-29,6692
7705;-11,81;2,638;-31,1548
7706;-11,81;2,638;-31,1548
7707;-11,81;2,638;-31,1548
7708;-11,42;2,598;-29,6692
7709;-11,42;2,638;-30,126
7710;-11,81;2,638;-31,1548
7711;-11,81;2,677;-31,6154
7712;-11,81;2,638;-31,1548
7713;-11,42;2,598;-29,6692
7714;-11,42;2,638;-30,126
7715;-11,81;2,638;-31,1548
7716;-11,81;2,638;-31,1548
7717;-11,81;2,638;-31,1548
7718;-11,42;2,598;-29,6692
7719;-11,42;2,598;-29,6692
7720;-11,81;2,638;-31,1548
7721;-11,81;2,638;-31,1548
7722;-11,81;2,638;-31,1548
7723;-11,02;2,598;-28,63
7724;-11,42;2,598;-29,6692
7725;-11,81;2,638;-31,1548
7726;-11,81;2,638;-31,1548
7727;-11,81;2,638;-31,1548
7728;-11,42;2,598;-29,6692
7729;-11,42;2,598;-29,6692
7730;-11,81;2,638;-31,1548
7731;-12,2;2,677;-32,6594
7732;-11,81;2,638;-31,1548
7733;-11,42;2,598;-29,6692
7734;-11,02;2,598;-28,63
7735;-11,42;2,638;-30,126
7736;-11,81;2,638;-31,1548
7737;-11,81;2,638;-31,1548
7738;-11,42;2,598;-29,6692
7739;-11,42;2,598;-29,6692
7740;-11,81;2,638;-31,1548
7741;-11,81;2,638;-31,1548
7742;-11,81;2,638;-31,1548
7743;-11,42;2,598;-29,6692
7744;-11,02;2,638;-29,0708
7745;-11,81;2,638;-31,1548
7746;-11,81;2,638;-31,1548
7747;-11,81;2,638;-31,1548
7748;-11,42;2,559;-29,2238
7749;-11,02;2,559;-28,2002
7750;-11,81;2,638;-31,1548
7751;-11,81;2,638;-31,1548
7752;-11,81;2,638;-31,1548
7753;-11,42;2,598;-29,6692
7754;-11,42;2,559;-29,2238
7755;-11,81;2,638;-31,1548
7756;-12,2;2,638;-32,1836
7757;-11,81;2,638;-31,1548
7758;-11,42;2,598;-29,6692
7759;-11,42;2,598;-29,6692
7760;-11,81;2,638;-31,1548
7761;-11,81;2,638;-31,1548
7762;-11,81;2,638;-31,1548
7763;-11,42;2,598;-29,6692
7764;-11,42;2,598;-29,6692
7765;-11,81;2,638;-31,1548
7766;-11,81;2,638;-31,1548
7767;-11,81;2,638;-31,1548
7768;-11,42;2,598;-29,6692
7769;-11,42;2,598;-29,6692
7770;-11,81;2,638;-31,1548
7771;-12,2;2,677;-32,6594
7772;-11,81;2,638;-31,1548
7773;-11,42;2,638;-30,126
7774;-11,42;2,598;-29,6692
7775;-11,81;2,638;-31,1548
7776;-11,81;2,638;-31,1548
7777;-11,81;2,638;-31,1548
7778;-11,81;2,598;-30,6824
7779;-11,42;2,559;-29,2238
7780;-11,42;2,638;-30,126
7781;-12,2;2,638;-32,1836
7782;-11,81;2,638;-31,1548
7783;-11,42;2,598;-29,6692
7784;-11,42;2,598;-29,6692
7785;-11,81;2,638;-31,1548
7786;-11,81;2,638;-31,1548
7787;-11,81;2,638;-31,1548
7788;-11,81;2,598;-30,6824
7789;-11,42;2,559;-29,2238
7790;-11,81;2,638;-31,1548
7791;-11,81;2,638;-31,1548
7792;-11,81;2,638;-31,1548
7793;-11,42;2,598;-29,6692
7794;-11,42;2,598;-29,6692
7795;-11,42;2,638;-30,126
7796;-12,2;2,638;-32,1836
7797;-11,81;2,638;-31,1548
7798;-11,42;2,559;-29,2238
7799;-11,42;2,559;-29,2238
7800;-11,42;2,638;-30,126
7801;-11,81;2,638;-31,1548
7802;-11,81;2,638;-31,1548
7803;-11,81;2,559;-30,2218
7804;-11,42;2,559;-29,2238
7805;-11,81;2,598;-30,6824
7806;-11,81;2,638;-31,1548
7807;-11,81;2,638;-31,1548
7808;-11,81;2,598;-30,6824
7809;-11,42;2,598;-29,6692
7810;-11,81;2,638;-31,1548
7811;-11,81;2,638;-31,1548
7812;-12,2;2,638;-32,1836
7813;-11,81;2,598;-30,6824
7814;-11,42;2,638;-30,126
7815;-11,42;2,638;-30,126
7816;-12,2;2,677;-32,6594
7817;-12,2;2,638;-32,1836
7818;-11,42;2,598;-29,6692
7819;-11,42;2,598;-29,6692
7820;-11,42;2,598;-29,6692
7821;-11,81;2,638;-31,1548
7822;-12,2;2,638;-32,1836
7823;-11,81;2,598;-30,6824
7824;-11,42;2,559;-29,2238
7825;-11,42;2,598;-29,6692
7826;-11,81;2,638;-31,1548
7827;-11,81;2,638;-31,1548
7828;-11,81;2,559;-30,2218
7829;-11,42;2,559;-29,2238
7830;-11,42;2,598;-29,6692
7831;-11,81;2,638;-31,1548
7832;-11,81;2,638;-31,1548
7833;-11,81;2,598;-30,6824
7834;-11,42;2,598;-29,6692
7835;-11,81;2,598;-30,6824
7836;-12,2;2,638;-32,1836
7837;-12,2;2,638;-32,1836
7838;-11,42;2,598;-29,6692
7839;-11,42;2,559;-29,2238
7840;-11,42;2,598;-29,6692
7841;-11,81;2,638;-31,1548
7842;-11,81;2,638;-31,1548
7843;-11,81;2,598;-30,6824
7844;-11,42;2,559;-29,2238
7845;-11,42;2,559;-29,2238
7846;-11,81;2,638;-31,1548
7847;-12,2;2,598;-31,6956
7848;-11,81;2,598;-30,6824
7849;-11,42;2,48;-28,3216
7850;-11,42;2,559;-29,2238
7851;-11,81;2,638;-31,1548
7852;-12,2;2,638;-32,1836
7853;-11,81;2,598;-30,6824
7854;-11,42;2,559;-29,2238
7855;-11,42;2,598;-29,6692
7856;-11,81;2,638;-31,1548
7857;-12,2;2,638;-32,1836
7858;-11,81;2,598;-30,6824
7859;-11,42;2,598;-29,6692
7860;-11,42;2,598;-29,6692
7861;-11,81;2,638;-31,1548
7862;-12,2;2,638;-32,1836
7863;-11,81;2,638;-31,1548
7864;-11,42;2,598;-29,6692
7865;-11,42;2,559;-29,2238
7866;-11,81;2,638;-31,1548
7867;-12,2;2,638;-32,1836
7868;-11,81;2,598;-30,6824
7869;-11,42;2,559;-29,2238
7870;-11,42;2,598;-29,6692
7871;-12,2;2,638;-32,1836
7872;-12,2;2,638;-32,1836
7873;-11,81;2,598;-30,6824
7874;-11,42;2,559;-29,2238
7875;-11,42;2,598;-29,6692
7876;-11,81;2,638;-31,1548
7877;-12,2;2,638;-32,1836
7878;-11,81;2,598;-30,6824
7879;-11,42;2,559;-29,2238
7880;-11,42;2,598;-29,6692
7881;-11,81;2,638;-31,1548
7882;-12,2;2,638;-32,1836
7883;-11,81;2,598;-30,6824
7884;-11,42;2,559;-29,2238
7885;-11,42;2,598;-29,6692
7886;-11,81;2,598;-30,6824
7887;-12,2;2,638;-32,1836
7888;-11,81;2,638;-31,1548
7889;-11,42;2,559;-29,2238
7890;-11,42;2,598;-29,6692
7891;-11,81;2,559;-30,2218
7892;-11,81;2,638;-31,1548
7893;-11,81;2,598;-30,6824
7894;-11,42;2,559;-29,2238
7895;-11,42;2,559;-29,2238
7896;-11,81;2,638;-31,1548
7897;-11,81;2,638;-31,1548
7898;-11,81;2,598;-30,6824
7899;-11,42;2,559;-29,2238
7900;-11,42;2,559;-29,2238
7901;-11,81;2,638;-31,1548
7902;-12,2;2,638;-32,1836
7903;-11,81;2,598;-30,6824
7904;-11,42;2,559;-29,2238
7905;-11,42;2,559;-29,2238
7906;-11,81;2,638;-31,1548
7907;-12,2;2,638;-32,1836
7908;-11,81;2,598;-30,6824
7909;-11,42;2,559;-29,2238
7910;-11,42;2,559;-29,2238
7911;-11,81;2,638;-31,1548
7912;-12,2;2,638;-32,1836
7913;-11,81;2,598;-30,6824
7914;-11,42;2,598;-29,6692
7915;-11,42;2,559;-29,2238
7916;-11,81;2,638;-31,1548
7917;-12,2;2,638;-32,1836
7918;-11,81;2,598;-30,6824
7919;-11,81;2,559;-30,2218
7920;-11,42;2,559;-29,2238
7921;-11,81;2,598;-30,6824
7922;-12,2;2,638;-32,1836
7923;-11,81;2,598;-30,6824
7924;-11,81;2,559;-30,2218
7925;-11,42;2,559;-29,2238
7926;-11,81;2,638;-31,1548
7927;-12,2;2,638;-32,1836
7928;-11,81;2,638;-31,1548
7929;-11,42;2,559;-29,2238
7930;-11,42;2,559;-29,2238
7931;-11,81;2,638;-31,1548
7932;-12,2;2,638;-32,1836
7933;-12,2;2,598;-31,6956
7934;-11,81;2,559;-30,2218
7935;-11,42;2,559;-29,2238
7936;-11,81;2,598;-30,6824
7937;-12,2;2,638;-32,1836
7938;-11,81;2,638;-31,1548
7939;-11,81;2,559;-30,2218
7940;-11,42;2,598;-29,6692
7941;-11,42;2,598;-29,6692
7942;-12,2;2,638;-32,1836
7943;-11,81;2,598;-30,6824
7944;-11,81;2,598;-30,6824
7945;-11,42;2,52;-28,7784
7946;-11,42;2,559;-29,2238
7947;-12,2;2,598;-31,6956
7948;-11,81;2,598;-30,6824
7949;-11,42;2,52;-28,7784
7950;-11,42;2,48;-28,3216
7951;-11,81;2,598;-30,6824
7952;-12,2;2,638;-32,1836
7953;-11,81;2,638;-31,1548
7954;-11,42;2,559;-29,2238
7955;-11,42;2,52;-28,7784
7956;-11,42;2,598;-29,6692
7957;-11,81;2,638;-31,1548
7958;-11,81;2,638;-31,1548
7959;-11,42;2,598;-29,6692
7960;-11,42;2,559;-29,2238
7961;-11,81;2,598;-30,6824
7962;-12,2;2,638;-32,1836
7963;-12,2;2,638;-32,1836
7964;-11,81;2,598;-30,6824
7965;-11,42;2,559;-29,2238
7966;-11,42;2,598;-29,6692
7967;-11,81;2,638;-31,1548
7968;-12,2;2,638;-32,1836
7969;-11,42;2,598;-29,6692
7970;-11,42;2,559;-29,2238
7971;-11,42;2,598;-29,6692
7972;-12,2;2,638;-32,1836
7973;-11,81;2,598;-30,6824
7974;-11,81;2,559;-30,2218
7975;-11,02;2,52;-27,7704
7976;-11,42;2,598;-29,6692
7977;-11,81;2,638;-31,1548
7978;-12,2;2,638;-32,1836
7979;-11,81;2,559;-30,2218
7980;-11,02;2,559;-28,2002
7981;-11,42;2,559;-29,2238
7982;-12,2;2,638;-32,1836
7983;-12,2;2,638;-32,1836
7984;-11,81;2,559;-30,2218
7985;-11,42;2,559;-29,2238
7986;-11,81;2,598;-30,6824
7987;-11,81;2,638;-31,1548
7988;-12,2;2,638;-32,1836
7989;-11,81;2,559;-30,2218
7990;-11,42;2,559;-29,2238
7991;-11,42;2,559;-29,2238
7992;-11,81;2,638;-31,1548
7993;-12,2;2,598;-31,6956
7994;-11,81;2,559;-30,2218
7995;-11,42;2,52;-28,7784
7996;-11,42;2,559;-29,2238
7997;-11,81;2,598;-30,6824
7998;-12,2;2,638;-32,1836
7999;-11,81;2,559;-30,2218
8000;-11,42;2,52;-28,7784
8001;-11,42;2,559;-29,2238
8002;-11,81;2,598;-30,6824
8003;-11,81;2,598;-30,6824
8004;-11,81;2,559;-30,2218
8005;-11,02;2,559;-28,2002
8006;-11,42;2,559;-29,2238
8007;-11,81;2,638;-31,1548
8008;-12,2;2,598;-31,6956
8009;-11,81;2,598;-30,6824
8010;-11,42;2,559;-29,2238
8011;-11,42;2,598;-29,6692
8012;-11,81;2,638;-31,1548
8013;-12,2;2,638;-32,1836
8014;-11,81;2,598;-30,6824
8015;-11,42;2,559;-29,2238
8016;-11,42;2,559;-29,2238
8017;-11,81;2,598;-30,6824
8018;-12,2;2,638;-32,1836
8019;-11,81;2,598;-30,6824
8020;-11,42;2,559;-29,2238
8021;-11,42;2,559;-29,2238
8022;-11,81;2,638;-31,1548
8023;-12,2;2,638;-32,1836
8024;-11,81;2,559;-30,2218
8025;-11,42;2,52;-28,7784
8026;-11,42;2,559;-29,2238
8027;-11,81;2,598;-30,6824
8028;-12,2;2,638;-32,1836
8029;-11,81;2,598;-30,6824
8030;-11,42;2,559;-29,2238
8031;-11,42;2,559;-29,2238
8032;-11,81;2,559;-30,2218
8033;-12,2;2,598;-31,6956
8034;-11,81;2,598;-30,6824
8035;-11,81;2,559;-30,2218
8036;-11,42;2,559;-29,2238
8037;-11,81;2,598;-30,6824
8038;-11,81;2,638;-31,1548
8039;-11,81;2,598;-30,6824
8040;-11,42;2,559;-29,2238
8041;-11,42;2,559;-29,2238
8042;-11,81;2,598;-30,6824
8043;-12,2;2,638;-32,1836
8044;-11,81;2,559;-30,2218
8045;-11,81;2,52;-29,7612
8046;-11,42;2,48;-28,3216
8047;-11,81;2,559;-30,2218
8048;-12,2;2,598;-31,6956
8049;-11,81;2,559;-30,2218
8050;-11,42;2,52;-28,7784
8051;-11,02;2,52;-27,7704
8052;-11,81;2,598;-30,6824
8053;-12,2;2,638;-32,1836
8054;-12,2;2,559;-31,2198
8055;-11,42;2,559;-29,2238
8056;-11,02;2,559;-28,2002
8057;-11,81;2,559;-30,2218
8058;-12,2;2,598;-31,6956
8059;-11,81;2,598;-30,6824
8060;-11,42;2,52;-28,7784
8061;-11,42;2,559;-29,2238
8062;-11,81;2,598;-30,6824
8063;-12,2;2,638;-32,1836
8064;-11,81;2,598;-30,6824
8065;-11,81;2,559;-30,2218
8066;-11,02;2,559;-28,2002
8067;-11,42;2,598;-29,6692
8068;-12,2;2,638;-32,1836
8069;-11,81;2,598;-30,6824
8070;-11,81;2,559;-30,2218
8071;-11,02;2,48;-27,3296
8072;-11,81;2,559;-30,2218
8073;-11,81;2,598;-30,6824
8074;-12,2;2,598;-31,6956
8075;-11,42;2,48;-28,3216
8076;-11,02;2,559;-28,2002
8077;-11,81;2,598;-30,6824
8078;-12,2;2,638;-32,1836
8079;-11,81;2,598;-30,6824
8080;-11,42;2,559;-29,2238
8081;-11,42;2,52;-28,7784
8082;-11,42;2,559;-29,2238
8083;-12,2;2,598;-31,6956
8084;-12,2;2,598;-31,6956
8085;-11,81;2,559;-30,2218
8086;-11,02;2,48;-27,3296
8087;-11,42;2,598;-29,6692
8088;-12,2;2,598;-31,6956
8089;-11,81;2,598;-30,6824
8090;-11,81;2,559;-30,2218
8091;-11,42;2,52;-28,7784
8092;-11,42;2,559;-29,2238
8093;-11,81;2,598;-30,6824
8094;-12,2;2,598;-31,6956
8095;-11,81;2,559;-30,2218
8096;-11,42;2,48;-28,3216
8097;-11,42;2,559;-29,2238
8098;-11,81;2,598;-30,6824
8099;-11,81;2,559;-30,2218
8100;-11,81;2,48;-29,2888
8101;-11,02;2,48;-27,3296
8102;-11,42;2,559;-29,2238
8103;-12,2;2,598;-31,6956
8104;-12,2;2,598;-31,6956
8105;-11,42;2,559;-29,2238
8106;-11,42;2,559;-29,2238
8107;-11,42;2,559;-29,2238
8108;-12,2;2,638;-32,1836
8109;-11,81;2,598;-30,6824
8110;-11,42;2,52;-28,7784
8111;-11,42;2,52;-28,7784
8112;-11,42;2,559;-29,2238
8113;-11,81;2,598;-30,6824
8114;-12,2;2,598;-31,6956
8115;-11,81;2,559;-30,2218
8116;-11,42;2,52;-28,7784
8117;-11,42;2,559;-29,2238
8118;-11,81;2,638;-31,1548
8119;-12,2;2,598;-31,6956
8120;-11,42;2,52;-28,7784
8121;-11,42;2,48;-28,3216
8122;-11,42;2,559;-29,2238
8123;-12,2;2,598;-31,6956
8124;-12,2;2,598;-31,6956
8125;-11,81;2,598;-30,6824
8126;-11,42;2,48;-28,3216
8127;-11,42;2,559;-29,2238
8128;-11,81;2,598;-30,6824
8129;-11,81;2,598;-30,6824
8130;-11,81;2,559;-30,2218
8131;-11,42;2,48;-28,3216
8132;-11,42;2,52;-28,7784
8133;-11,81;2,598;-30,6824
8134;-12,2;2,638;-32,1836
8135;-11,81;2,559;-30,2218
8136;-11,42;2,48;-28,3216
8137;-11,81;2,48;-29,2888
8138;-11,81;2,598;-30,6824
8139;-12,2;2,598;-31,6956
8140;-11,81;2,559;-30,2218
8141;-11,02;2,48;-27,3296
8142;-11,42;2,52;-28,7784
8143;-11,81;2,598;-30,6824
8144;-12,2;2,638;-32,1836
8145;-11,81;2,559;-30,2218
8146;-11,42;2,48;-28,3216
8147;-11,42;2,48;-28,3216
8148;-11,81;2,559;-30,2218
8149;-12,2;2,598;-31,6956
8150;-11,81;2,559;-30,2218
8151;-11,42;2,48;-28,3216
8152;-11,42;2,48;-28,3216
8153;-11,81;2,598;-30,6824
8154;-11,81;2,598;-30,6824
8155;-11,81;2,559;-30,2218
8156;-11,42;2,48;-28,3216
8157;-11,42;2,52;-28,7784
8158;-11,81;2,559;-30,2218
8159;-11,81;2,598;-30,6824
8160;-11,81;2,559;-30,2218
8161;-11,42;2,559;-29,2238
8162;-11,42;2,52;-28,7784
8163;-11,81;2,598;-30,6824
8164;-11,81;2,598;-30,6824
8165;-11,81;2,559;-30,2218
8166;-11,42;2,52;-28,7784
8167;-11,02;2,52;-27,7704
8168;-11,81;2,559;-30,2218
8169;-12,2;2,638;-32,1836
8170;-11,81;2,559;-30,2218
8171;-11,42;2,48;-28,3216
8172;-11,42;2,52;-28,7784
8173;-11,81;2,598;-30,6824
8174;-12,2;2,598;-31,6956
8175;-11,81;2,559;-30,2218
8176;-11,02;2,48;-27,3296
8177;-11,02;2,48;-27,3296
8178;-11,81;2,559;-30,2218
8179;-12,2;2,598;-31,6956
8180;-11,81;2,559;-30,2218
8181;-11,42;2,48;-28,3216
8182;-11,42;2,52;-28,7784
8183;-11,81;2,559;-30,2218
8184;-12,2;2,598;-31,6956
8185;-11,81;2,559;-30,2218
8186;-11,42;2,48;-28,3216
8187;-11,02;2,48;-27,3296
8188;-11,81;2,559;-30,2218
8189;-12,2;2,598;-31,6956
8190;-11,81;2,559;-30,2218
8191;-11,42;2,52;-28,7784
8192;-11,02;2,52;-27,7704
8193;-11,81;2,559;-30,2218
8194;-12,2;2,598;-31,6956
8195;-11,81;2,559;-30,2218
8196;-11,42;2,48;-28,3216
8197;-11,02;2,48;-27,3296
8198;-11,81;2,559;-30,2218
8199;-11,81;2,559;-30,2218
8200;-11,81;2,52;-29,7612
8201;-11,42;2,48;-28,3216
8202;-11,42;2,48;-28,3216
8203;-11,81;2,52;-29,7612
8204;-12,2;2,598;-31,6956
8205;-11,81;2,559;-30,2218
8206;-11,42;2,48;-28,3216
8207;-11,02;2,48;-27,3296
8208;-11,81;2,559;-30,2218
8209;-11,81;2,598;-30,6824
8210;-11,81;2,598;-30,6824
8211;-11,42;2,559;-29,2238
8212;-11,02;2,48;-27,3296
8213;-11,81;2,559;-30,2218
8214;-11,81;2,598;-30,6824
8215;-11,81;2,638;-31,1548
8216;-11,42;2,52;-28,7784
8217;-11,42;2,48;-28,3216
8218;-11,81;2,559;-30,2218
8219;-12,2;2,598;-31,6956
8220;-11,81;2,559;-30,2218
8221;-11,42;2,48;-28,3216
8222;-11,42;2,48;-28,3216
8223;-11,42;2,559;-29,2238
8224;-12,2;2,598;-31,6956
8225;-11,81;2,559;-30,2218
8226;-11,42;2,48;-28,3216
8227;-11,02;2,48;-27,3296
8228;-11,81;2,559;-30,2218
8229;-12,2;2,598;-31,6956
8230;-11,81;2,598;-30,6824
8231;-11,42;2,48;-28,3216
8232;-11,42;2,48;-28,3216
8233;-11,81;2,559;-30,2218
8234;-11,81;2,598;-30,6824
8235;-11,81;2,598;-30,6824
8236;-11,42;2,52;-28,7784
8237;-11,02;2,48;-27,3296
8238;-11,42;2,559;-29,2238
8239;-12,2;2,598;-31,6956
8240;-11,81;2,559;-30,2218
8241;-11,42;2,52;-28,7784
8242;-11,42;2,48;-28,3216
8243;-11,42;2,559;-29,2238
8244;-11,81;2,598;-30,6824
8245;-11,81;2,559;-30,2218
8246;-11,42;2,48;-28,3216
8247;-11,02;2,48;-27,3296
8248;-11,42;2,52;-28,7784
8249;-12,2;2,559;-31,2198
8250;-11,81;2,559;-30,2218
8251;-11,42;2,48;-28,3216
8252;-11,42;2,48;-28,3216
8253;-11,81;2,52;-29,7612
8254;-11,81;2,598;-30,6824
8255;-11,81;2,559;-30,2218
8256;-11,42;2,48;-28,3216
8257;-11,02;2,48;-27,3296
8258;-11,42;2,559;-29,2238
8259;-12,2;2,598;-31,6956
8260;-11,81;2,559;-30,2218
8261;-11,42;2,52;-28,7784
8262;-11,02;2,48;-27,3296
8263;-11,42;2,559;-29,2238
8264;-11,81;2,598;-30,6824
8265;-12,2;2,598;-31,6956
8266;-11,02;2,52;-27,7704
8267;-11,42;2,48;-28,3216
8268;-11,42;2,559;-29,2238
8269;-11,81;2,598;-30,6824
8270;-11,81;2,559;-30,2218
8271;-11,42;2,52;-28,7784
8272;-11,42;2,48;-28,3216
8273;-11,81;2,559;-30,2218
8274;-12,2;2,598;-31,6956
8275;-11,81;2,559;-30,2218
8276;-11,42;2,48;-28,3216
8277;-11,42;2,48;-28,3216
8278;-11,81;2,48;-29,2888
8279;-11,81;2,598;-30,6824
8280;-11,81;2,559;-30,2218
8281;-11,81;2,48;-29,2888
8282;-11,02;2,48;-27,3296
8283;-11,42;2,559;-29,2238
8284;-11,81;2,598;-30,6824
8285;-11,81;2,559;-30,2218
8286;-11,81;2,48;-29,2888
8287;-11,02;2,48;-27,3296
8288;-11,42;2,559;-29,2238
8289;-11,81;2,598;-30,6824
8290;-11,81;2,559;-30,2218
8291;-11,42;2,48;-28,3216
8292;-11,02;2,48;-27,3296
8293;-11,81;2,52;-29,7612
8294;-11,81;2,559;-30,2218
8295;-11,81;2,559;-30,2218
8296;-11,42;2,48;-28,3216
8297;-11,02;2,48;-27,3296
8298;-11,42;2,48;-28,3216
8299;-11,81;2,559;-30,2218
8300;-11,81;2,559;-30,2218
8301;-11,42;2,48;-28,3216
8302;-11,02;2,48;-27,3296
8303;-11,42;2,48;-28,3216
8304;-11,81;2,598;-30,6824
8305;-11,81;2,598;-30,6824
8306;-11,81;2,52;-29,7612
8307;-11,42;2,48;-28,3216
8308;-11,42;2,52;-28,7784
8309;-11,81;2,559;-30,2218
8310;-11,81;2,559;-30,2218
8311;-11,42;2,48;-28,3216
8312;-11,02;2,48;-27,3296
8313;-11,42;2,48;-28,3216
8314;-11,81;2,598;-30,6824
8315;-12,2;2,559;-31,2198
8316;-11,42;2,48;-28,3216
8317;-11,02;2,48;-27,3296
8318;-11,42;2,52;-28,7784
8319;-11,81;2,559;-30,2218
8320;-11,81;2,559;-30,2218
8321;-11,42;2,48;-28,3216
8322;-11,02;2,48;-27,3296
8323;-11,42;2,48;-28,3216
8324;-11,81;2,559;-30,2218
8325;-11,81;2,598;-30,6824
8326;-11,42;2,52;-28,7784
8327;-11,02;2,48;-27,3296
8328;-11,42;2,48;-28,3216
8329;-11,81;2,559;-30,2218
8330;-11,81;2,598;-30,6824
8331;-11,42;2,48;-28,3216
8332;-11,02;2,48;-27,3296
8333;-11,42;2,52;-28,7784
8334;-11,81;2,559;-30,2218
8335;-11,81;2,559;-30,2218
8336;-11,81;2,48;-29,2888
8337;-11,02;2,48;-27,3296
8338;-11,42;2,559;-29,2238
8339;-11,81;2,598;-30,6824
8340;-11,81;2,598;-30,6824
8341;-11,81;2,52;-29,7612
8342;-11,42;2,48;-28,3216
8343;-11,42;2,48;-28,3216
8344;-11,81;2,559;-30,2218
8345;-11,81;2,598;-30,6824
8346;-11,42;2,48;-28,3216
8347;-11,02;2,48;-27,3296
8348;-11,02;2,48;-27,3296
8349;-11,81;2,559;-30,2218
8350;-11,81;2,598;-30,6824
